,kind,date,mode_price,area,mean_temp,max_temp,min_temp,sum_rain,sun_time,mean_humid,difference_temp
89,キャベツ,20051128,787.5,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
90,トマト,20051128,1785.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
92,だいこん,20051129,472.5,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000002
94,にんじん,20051129,1365.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000002
95,キャベツ,20051129,735.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000002
96,トマト,20051129,1785.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000002
98,だいこん,20051130,525.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
100,にんじん,20051130,840.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
101,キャベツ,20051130,577.5,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
102,トマト,20051130,1575.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
104,だいこん,20051201,577.5,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
106,にんじん,20051201,1155.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
107,キャベツ,20051201,735.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
108,ねぎ,20051201,1050.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
109,きゅうり,20051201,1260.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
111,だいこん,20051202,682.5,0,9.8,15.2,4.4,0.0,4.5,57.0,10.8
113,にんじん,20051202,630.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.8
114,キャベツ,20051202,840.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.8
115,ねぎ,20051202,1129.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.8
116,きゅうり,20051202,1365.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.8
118,だいこん,20051203,708.75,0,8.3,11.7,5.3,0.0,5.5,53.0,6.4
120,にんじん,20051203,997.5,0,8.3,11.7,5.3,0.0,5.5,53.0,6.4
121,キャベツ,20051203,735.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.4
122,ねぎ,20051203,1050.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.4
123,きゅうり,20051203,1260.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.4
125,だいこん,20051205,525.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
127,にんじん,20051205,945.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
128,キャベツ,20051205,735.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
129,ねぎ,20051205,1050.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
130,きゅうり,20051205,1365.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
132,だいこん,20051206,630.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999998
134,にんじん,20051206,892.5,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999998
135,キャベツ,20051206,840.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999998
136,ねぎ,20051206,1050.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999998
137,きゅうり,20051206,1575.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999998
139,だいこん,20051207,472.5,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
141,にんじん,20051207,1050.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
142,キャベツ,20051207,840.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
143,ねぎ,20051207,1050.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
144,きゅうり,20051207,1785.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
146,だいこん,20051208,630.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
148,にんじん,20051208,997.5,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
149,キャベツ,20051208,840.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
150,ねぎ,20051208,1050.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
151,きゅうり,20051208,1785.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
153,だいこん,20051209,420.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
155,にんじん,20051209,735.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
156,キャベツ,20051209,735.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
157,ねぎ,20051209,1050.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
158,きゅうり,20051209,1680.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
160,だいこん,20051210,472.5,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
162,にんじん,20051210,630.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
163,キャベツ,20051210,787.5,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
164,ねぎ,20051210,1050.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
165,きゅうり,20051210,1680.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
167,だいこん,20051212,472.5,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
169,にんじん,20051212,1102.5,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
170,キャベツ,20051212,945.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
171,ねぎ,20051212,1050.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
172,きゅうり,20051212,1575.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
174,だいこん,20051213,525.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
176,にんじん,20051213,945.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
177,キャベツ,20051213,1050.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
178,ねぎ,20051213,1260.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
179,きゅうり,20051213,1680.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
181,だいこん,20051215,840.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
183,にんじん,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
184,キャベツ,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
185,ねぎ,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
186,きゅうり,20051215,1785.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
188,だいこん,20051216,577.5,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
190,にんじん,20051216,945.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
191,キャベツ,20051216,1155.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
192,ねぎ,20051216,1312.5,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
193,きゅうり,20051216,1890.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
195,だいこん,20051217,630.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
197,にんじん,20051217,1260.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
198,キャベツ,20051217,1155.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
199,ねぎ,20051217,1207.5,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
200,きゅうり,20051217,1890.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
202,だいこん,20051219,682.5,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
204,にんじん,20051219,1050.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
205,キャベツ,20051219,1260.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
206,ねぎ,20051219,1260.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
207,きゅうり,20051219,2100.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
209,だいこん,20051220,735.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
211,にんじん,20051220,1207.5,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
212,キャベツ,20051220,1365.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
213,ねぎ,20051220,1260.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
214,きゅうり,20051220,2310.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
216,だいこん,20051221,787.5,0,7.3,12.4,2.8,0.0,5.0,53.0,9.6
218,にんじん,20051221,945.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.6
219,キャベツ,20051221,1470.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.6
220,ねぎ,20051221,1365.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.6
221,きゅうり,20051221,2310.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.6
223,だいこん,20051222,735.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000002
225,にんじん,20051222,1312.5,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000002
226,キャベツ,20051222,1470.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000002
227,ねぎ,20051222,1260.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000002
228,きゅうり,20051222,2310.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000002
230,だいこん,20051224,1050.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
232,にんじん,20051224,945.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
233,キャベツ,20051224,1680.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
234,ねぎ,20051224,1365.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
235,きゅうり,20051224,2310.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
237,だいこん,20051225,945.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.3
239,にんじん,20051225,1522.5,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.3
240,キャベツ,20051225,1680.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.3
241,ねぎ,20051225,1680.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.3
242,きゅうり,20051225,2520.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.3
244,だいこん,20051226,945.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
246,にんじん,20051226,1155.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
247,キャベツ,20051226,1575.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
248,ねぎ,20051226,1785.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
249,きゅうり,20051226,2520.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
251,だいこん,20051227,840.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
253,にんじん,20051227,1575.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
254,キャベツ,20051227,1785.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
255,ねぎ,20051227,1995.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
256,きゅうり,20051227,2625.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
258,だいこん,20051228,1102.5,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
260,にんじん,20051228,1050.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
261,キャベツ,20051228,1890.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
262,ねぎ,20051228,1995.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
263,きゅうり,20051228,2730.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
265,だいこん,20060105,1233.75,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
267,にんじん,20060105,1890.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
268,キャベツ,20060105,1995.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
269,ねぎ,20060105,2100.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
270,きゅうり,20060105,1680.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
272,だいこん,20060106,1155.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
274,にんじん,20060106,1207.5,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
275,キャベツ,20060106,1890.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
276,ねぎ,20060106,2205.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
277,きゅうり,20060106,1785.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
279,だいこん,20060107,1155.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
281,にんじん,20060107,1680.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
282,キャベツ,20060107,1890.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
283,ねぎ,20060107,1890.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
284,きゅうり,20060107,1785.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
286,だいこん,20060110,1260.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999998
288,にんじん,20060110,1680.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999998
289,キャベツ,20060110,1785.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999998
290,ねぎ,20060110,1890.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999998
291,きゅうり,20060110,2100.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999998
293,だいこん,20060111,1260.0,0,5.3,11.4,0.4,0.0,9.0,53.0,11.0
295,にんじん,20060111,1575.0,0,5.3,11.4,0.4,0.0,9.0,53.0,11.0
296,キャベツ,20060111,1680.0,0,5.3,11.4,0.4,0.0,9.0,53.0,11.0
297,ねぎ,20060111,1890.0,0,5.3,11.4,0.4,0.0,9.0,53.0,11.0
298,きゅうり,20060111,2310.0,0,5.3,11.4,0.4,0.0,9.0,53.0,11.0
300,だいこん,20060112,1260.0,0,5.2,10.7,0.4,0.0,9.1,46.0,10.3
302,にんじん,20060112,1312.5,0,5.2,10.7,0.4,0.0,9.1,46.0,10.3
303,キャベツ,20060112,1575.0,0,5.2,10.7,0.4,0.0,9.1,46.0,10.3
304,ねぎ,20060112,1890.0,0,5.2,10.7,0.4,0.0,9.1,46.0,10.3
305,きゅうり,20060112,2415.0,0,5.2,10.7,0.4,0.0,9.1,46.0,10.3
307,だいこん,20060113,1155.0,0,3.3,4.8,1.7,0.0,0.0,68.0,3.1
309,にんじん,20060113,945.0,0,3.3,4.8,1.7,0.0,0.0,68.0,3.1
310,キャベツ,20060113,1365.0,0,3.3,4.8,1.7,0.0,0.0,68.0,3.1
311,ねぎ,20060113,1785.0,0,3.3,4.8,1.7,0.0,0.0,68.0,3.1
312,きゅうり,20060113,2415.0,0,3.3,4.8,1.7,0.0,0.0,68.0,3.1
314,だいこん,20060114,1260.0,0,6.6,10.7,4.2,77.0,0.0,91.0,6.499999999999999
316,にんじん,20060114,1155.0,0,6.6,10.7,4.2,77.0,0.0,91.0,6.499999999999999
317,キャベツ,20060114,1365.0,0,6.6,10.7,4.2,77.0,0.0,91.0,6.499999999999999
318,ねぎ,20060114,1365.0,0,6.6,10.7,4.2,77.0,0.0,91.0,6.499999999999999
319,きゅうり,20060114,2415.0,0,6.6,10.7,4.2,77.0,0.0,91.0,6.499999999999999
321,だいこん,20060116,1155.0,0,8.7,10.4,6.9,0.0,0.3,75.0,3.5
323,にんじん,20060116,1785.0,0,8.7,10.4,6.9,0.0,0.3,75.0,3.5
324,キャベツ,20060116,1365.0,0,8.7,10.4,6.9,0.0,0.3,75.0,3.5
325,ねぎ,20060116,1470.0,0,8.7,10.4,6.9,0.0,0.3,75.0,3.5
326,きゅうり,20060116,2415.0,0,8.7,10.4,6.9,0.0,0.3,75.0,3.5
328,だいこん,20060117,1155.0,0,7.7,11.8,4.6,0.5,4.0,55.0,7.200000000000001
330,にんじん,20060117,1470.0,0,7.7,11.8,4.6,0.5,4.0,55.0,7.200000000000001
331,キャベツ,20060117,1470.0,0,7.7,11.8,4.6,0.5,4.0,55.0,7.200000000000001
332,ねぎ,20060117,1260.0,0,7.7,11.8,4.6,0.5,4.0,55.0,7.200000000000001
333,きゅうり,20060117,2415.0,0,7.7,11.8,4.6,0.5,4.0,55.0,7.200000000000001
335,だいこん,20060119,1050.0,0,3.9,7.5,2.1,0.0,9.1,32.0,5.4
337,にんじん,20060119,1417.5,0,3.9,7.5,2.1,0.0,9.1,32.0,5.4
338,キャベツ,20060119,1365.0,0,3.9,7.5,2.1,0.0,9.1,32.0,5.4
339,ねぎ,20060119,1260.0,0,3.9,7.5,2.1,0.0,9.1,32.0,5.4
340,きゅうり,20060119,2625.0,0,3.9,7.5,2.1,0.0,9.1,32.0,5.4
342,だいこん,20060120,1050.0,0,3.6,7.1,0.5,0.0,6.2,43.0,6.6
344,にんじん,20060120,1365.0,0,3.6,7.1,0.5,0.0,6.2,43.0,6.6
345,キャベツ,20060120,1365.0,0,3.6,7.1,0.5,0.0,6.2,43.0,6.6
346,ねぎ,20060120,1260.0,0,3.6,7.1,0.5,0.0,6.2,43.0,6.6
347,きゅうり,20060120,2730.0,0,3.6,7.1,0.5,0.0,6.2,43.0,6.6
349,だいこん,20060121,1050.0,0,1.1,4.1,0.4,23.5,0.0,89.0,3.7
351,にんじん,20060121,1260.0,0,1.1,4.1,0.4,23.5,0.0,89.0,3.7
352,キャベツ,20060121,1155.0,0,1.1,4.1,0.4,23.5,0.0,89.0,3.7
353,ねぎ,20060121,1260.0,0,1.1,4.1,0.4,23.5,0.0,89.0,3.7
354,きゅうり,20060121,2730.0,0,1.1,4.1,0.4,23.5,0.0,89.0,3.7
356,だいこん,20060123,1155.0,0,2.4,4.5,-0.2,0.0,9.6,38.0,4.7
358,にんじん,20060123,1417.5,0,2.4,4.5,-0.2,0.0,9.6,38.0,4.7
359,キャベツ,20060123,1365.0,0,2.4,4.5,-0.2,0.0,9.6,38.0,4.7
360,ねぎ,20060123,1260.0,0,2.4,4.5,-0.2,0.0,9.6,38.0,4.7
361,きゅうり,20060123,3255.0,0,2.4,4.5,-0.2,0.0,9.6,38.0,4.7
363,だいこん,20060124,1155.0,0,4.8,9.4,1.4,0.0,9.7,33.0,8.0
365,にんじん,20060124,1102.5,0,4.8,9.4,1.4,0.0,9.7,33.0,8.0
366,キャベツ,20060124,1365.0,0,4.8,9.4,1.4,0.0,9.7,33.0,8.0
367,ねぎ,20060124,1470.0,0,4.8,9.4,1.4,0.0,9.7,33.0,8.0
368,きゅうり,20060124,3780.0,0,4.8,9.4,1.4,0.0,9.7,33.0,8.0
370,だいこん,20060126,1155.0,0,6.0,10.9,1.7,0.0,9.4,35.0,9.2
372,にんじん,20060126,1102.5,0,6.0,10.9,1.7,0.0,9.4,35.0,9.2
373,キャベツ,20060126,1155.0,0,6.0,10.9,1.7,0.0,9.4,35.0,9.2
374,ねぎ,20060126,1470.0,0,6.0,10.9,1.7,0.0,9.4,35.0,9.2
375,きゅうり,20060126,3675.0,0,6.0,10.9,1.7,0.0,9.4,35.0,9.2
377,だいこん,20060127,1155.0,0,6.1,11.5,2.0,0.0,9.0,43.0,9.5
379,にんじん,20060127,1417.5,0,6.1,11.5,2.0,0.0,9.0,43.0,9.5
380,キャベツ,20060127,1155.0,0,6.1,11.5,2.0,0.0,9.0,43.0,9.5
381,ねぎ,20060127,1260.0,0,6.1,11.5,2.0,0.0,9.0,43.0,9.5
382,きゅうり,20060127,3570.0,0,6.1,11.5,2.0,0.0,9.0,43.0,9.5
384,だいこん,20060128,1155.0,0,5.4,9.3,2.7,0.0,9.8,37.0,6.6000000000000005
386,にんじん,20060128,1470.0,0,5.4,9.3,2.7,0.0,9.8,37.0,6.6000000000000005
387,キャベツ,20060128,1050.0,0,5.4,9.3,2.7,0.0,9.8,37.0,6.6000000000000005
388,ねぎ,20060128,1260.0,0,5.4,9.3,2.7,0.0,9.8,37.0,6.6000000000000005
389,きゅうり,20060128,3045.0,0,5.4,9.3,2.7,0.0,9.8,37.0,6.6000000000000005
391,だいこん,20060130,1155.0,0,8.1,14.4,2.5,0.0,9.1,68.0,11.9
393,にんじん,20060130,1575.0,0,8.1,14.4,2.5,0.0,9.1,68.0,11.9
394,キャベツ,20060130,1050.0,0,8.1,14.4,2.5,0.0,9.1,68.0,11.9
395,ねぎ,20060130,1365.0,0,8.1,14.4,2.5,0.0,9.1,68.0,11.9
396,きゅうり,20060130,2415.0,0,8.1,14.4,2.5,0.0,9.1,68.0,11.9
398,だいこん,20060131,1155.0,0,6.5,8.8,4.7,0.5,0.0,85.0,4.1000000000000005
400,にんじん,20060131,1522.5,0,6.5,8.8,4.7,0.5,0.0,85.0,4.1000000000000005
401,キャベツ,20060131,1155.0,0,6.5,8.8,4.7,0.5,0.0,85.0,4.1000000000000005
402,ねぎ,20060131,1365.0,0,6.5,8.8,4.7,0.5,0.0,85.0,4.1000000000000005
403,きゅうり,20060131,2415.0,0,6.5,8.8,4.7,0.5,0.0,85.0,4.1000000000000005
405,だいこん,20060201,1417.5,0,5.6,7.5,4.7,39.0,0.0,91.0,2.8
407,にんじん,20060201,1365.0,0,5.6,7.5,4.7,39.0,0.0,91.0,2.8
408,キャベツ,20060201,1260.0,0,5.6,7.5,4.7,39.0,0.0,91.0,2.8
409,ねぎ,20060201,1260.0,0,5.6,7.5,4.7,39.0,0.0,91.0,2.8
410,きゅうり,20060201,2310.0,0,5.6,7.5,4.7,39.0,0.0,91.0,2.8
412,だいこん,20060202,1260.0,0,7.6,10.7,5.3,0.0,2.5,52.0,5.4
414,にんじん,20060202,1470.0,0,7.6,10.7,5.3,0.0,2.5,52.0,5.4
415,キャベツ,20060202,1365.0,0,7.6,10.7,5.3,0.0,2.5,52.0,5.4
416,ねぎ,20060202,1260.0,0,7.6,10.7,5.3,0.0,2.5,52.0,5.4
417,きゅうり,20060202,2310.0,0,7.6,10.7,5.3,0.0,2.5,52.0,5.4
419,だいこん,20060203,1365.0,0,5.9,12.4,0.8,0.0,7.4,58.0,11.6
421,にんじん,20060203,1785.0,0,5.9,12.4,0.8,0.0,7.4,58.0,11.6
