,kind,date,mode_price,area,mean_temp,max_temp,min_temp,sum_rain,sun_time,mean_humid,difference_temp
20,だいこん,20051112,682.5,0,13.7,19.3,10.9,10.5,4.9,62.0,8.4
21,かぶ,20051112,137.0,0,13.7,19.3,10.9,10.5,4.9,62.0,8.4
22,キャベツ,20051112,761.5,0,13.7,19.3,10.9,10.5,4.9,62.0,8.4
23,トマト,20051112,1785.0,0,13.7,19.3,10.9,10.5,4.9,62.0,8.4
24,さつまいも,20051112,1050.0,0,13.7,19.3,10.9,10.5,4.9,62.0,8.4
25,だいこん,20051114,682.5,0,12.8,16.0,9.2,0.0,0.0,75.0,6.800000000000001
26,かぶ,20051114,105.0,0,12.8,16.0,9.2,0.0,0.0,75.0,6.800000000000001
27,キャベツ,20051114,472.5,0,12.8,16.0,9.2,0.0,0.0,75.0,6.800000000000001
28,トマト,20051114,1680.0,0,12.8,16.0,9.2,0.0,0.0,75.0,6.800000000000001
29,さつまいも,20051114,735.0,0,12.8,16.0,9.2,0.0,0.0,75.0,6.800000000000001
30,だいこん,20051115,525.0,0,10.5,12.9,8.5,0.0,0.9,69.0,4.4
31,かぶ,20051115,95.0,0,10.5,12.9,8.5,0.0,0.9,69.0,4.4
32,キャベツ,20051115,787.5,0,10.5,12.9,8.5,0.0,0.9,69.0,4.4
33,トマト,20051115,1785.0,0,10.5,12.9,8.5,0.0,0.9,69.0,4.4
34,さつまいも,20051115,1050.0,0,10.5,12.9,8.5,0.0,0.9,69.0,4.4
35,だいこん,20051116,630.0,0,10.0,13.5,6.9,0.0,5.4,59.0,6.6
36,かぶ,20051116,137.0,0,10.0,13.5,6.9,0.0,5.4,59.0,6.6
37,キャベツ,20051116,472.5,0,10.0,13.5,6.9,0.0,5.4,59.0,6.6
38,トマト,20051116,1680.0,0,10.0,13.5,6.9,0.0,5.4,59.0,6.6
39,さつまいも,20051116,1050.0,0,10.0,13.5,6.9,0.0,5.4,59.0,6.6
40,だいこん,20051117,630.0,0,9.3,13.9,5.8,0.0,8.0,52.0,8.100000000000001
41,かぶ,20051117,95.0,0,9.3,13.9,5.8,0.0,8.0,52.0,8.100000000000001
42,キャベツ,20051117,787.5,0,9.3,13.9,5.8,0.0,8.0,52.0,8.100000000000001
43,トマト,20051117,1785.0,0,9.3,13.9,5.8,0.0,8.0,52.0,8.100000000000001
44,さつまいも,20051117,892.5,0,9.3,13.9,5.8,0.0,8.0,52.0,8.100000000000001
45,だいこん,20051118,525.0,0,10.3,14.8,5.9,0.0,8.8,52.0,8.9
46,かぶ,20051118,105.0,0,10.3,14.8,5.9,0.0,8.8,52.0,8.9
47,キャベツ,20051118,525.0,0,10.3,14.8,5.9,0.0,8.8,52.0,8.9
48,トマト,20051118,1785.0,0,10.3,14.8,5.9,0.0,8.8,52.0,8.9
49,さつまいも,20051118,1050.0,0,10.3,14.8,5.9,0.0,8.8,52.0,8.9
50,だいこん,20051119,420.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
51,かぶ,20051119,137.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
52,にんじん,20051119,1050.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
53,キャベツ,20051119,630.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
54,トマト,20051119,1785.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
55,さつまいも,20051119,420.0,0,9.9,14.7,5.9,0.0,6.7,48.0,8.799999999999999
56,だいこん,20051121,420.0,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
57,かぶ,20051121,137.0,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
58,にんじん,20051121,1050.0,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
59,キャベツ,20051121,656.25,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
60,トマト,20051121,1680.0,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
61,さつまいも,20051121,735.0,0,8.8,13.0,4.8,0.0,2.9,58.0,8.2
62,だいこん,20051122,420.0,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
63,かぶ,20051122,116.0,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
64,にんじん,20051122,1050.0,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
65,キャベツ,20051122,918.75,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
66,トマト,20051122,1680.0,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
67,さつまいも,20051122,630.0,0,10.0,15.3,4.6,0.0,9.4,63.0,10.700000000000001
68,だいこん,20051124,472.5,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
69,かぶ,20051124,137.0,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
70,にんじん,20051124,945.0,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
71,キャベツ,20051124,892.5,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
72,トマト,20051124,1785.0,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
73,さつまいも,20051124,1207.5,0,12.0,17.2,7.7,0.0,9.0,68.0,9.5
74,だいこん,20051125,577.5,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
75,かぶ,20051125,116.0,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
76,にんじん,20051125,945.0,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
77,キャベツ,20051125,1050.0,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
78,トマト,20051125,1680.0,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
79,さつまいも,20051125,1050.0,0,11.3,16.2,7.9,0.0,4.6,70.0,8.299999999999999
80,だいこん,20051126,472.5,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
81,かぶ,20051126,116.0,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
82,にんじん,20051126,1207.5,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
83,キャベツ,20051126,735.0,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
84,トマト,20051126,1785.0,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
85,さつまいも,20051126,1207.5,0,11.9,16.4,7.1,0.0,6.7,64.0,9.299999999999999
86,だいこん,20051128,525.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
87,かぶ,20051128,116.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
88,にんじん,20051128,945.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
89,キャベツ,20051128,787.5,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
90,トマト,20051128,1785.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
91,さつまいも,20051128,1050.0,0,12.7,18.3,7.0,0.0,6.8,64.0,11.3
92,だいこん,20051129,472.5,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
93,かぶ,20051129,105.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
94,にんじん,20051129,1365.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
95,キャベツ,20051129,735.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
96,トマト,20051129,1785.0,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
97,さつまいも,20051129,787.5,0,16.2,19.5,12.2,0.0,4.2,53.0,7.300000000000001
98,だいこん,20051130,525.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
99,かぶ,20051130,137.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
100,にんじん,20051130,840.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
101,キャベツ,20051130,577.5,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
102,トマト,20051130,1575.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
103,さつまいも,20051130,840.0,0,11.7,16.9,7.7,0.0,8.2,39.0,9.2
104,だいこん,20051201,577.5,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
105,かぶ,20051201,137.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
106,にんじん,20051201,1155.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
107,キャベツ,20051201,735.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
108,ねぎ,20051201,1050.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
109,きゅうり,20051201,1260.0,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
110,さつまいも,20051201,787.5,0,8.7,12.9,4.7,0.0,9.0,49.0,8.2
111,だいこん,20051202,682.5,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
112,かぶ,20051202,105.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
113,にんじん,20051202,630.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
114,キャベツ,20051202,840.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
115,ねぎ,20051202,1129.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
116,きゅうり,20051202,1365.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
117,さつまいも,20051202,945.0,0,9.8,15.2,4.4,0.0,4.5,57.0,10.799999999999999
118,だいこん,20051203,708.75,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
119,かぶ,20051203,137.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
120,にんじん,20051203,997.5,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
121,キャベツ,20051203,735.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
122,ねぎ,20051203,1050.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
123,きゅうり,20051203,1260.0,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
124,さつまいも,20051203,787.5,0,8.3,11.7,5.3,0.0,5.5,53.0,6.3999999999999995
125,だいこん,20051205,525.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
126,かぶ,20051205,105.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
127,にんじん,20051205,945.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
128,キャベツ,20051205,735.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
129,ねぎ,20051205,1050.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
130,きゅうり,20051205,1365.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
131,さつまいも,20051205,840.0,0,7.8,11.6,4.3,0.0,9.4,52.0,7.3
132,だいこん,20051206,630.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
133,かぶ,20051206,137.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
134,にんじん,20051206,892.5,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
135,キャベツ,20051206,840.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
136,ねぎ,20051206,1050.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
137,きゅうり,20051206,1575.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
138,さつまいも,20051206,840.0,0,6.5,10.1,3.4,0.0,1.6,70.0,6.699999999999999
139,だいこん,20051207,472.5,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
140,かぶ,20051207,105.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
141,にんじん,20051207,1050.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
142,キャベツ,20051207,840.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
143,ねぎ,20051207,1050.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
144,きゅうり,20051207,1785.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
145,さつまいも,20051207,840.0,0,7.5,12.3,3.7,0.0,7.5,57.0,8.600000000000001
146,だいこん,20051208,630.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
147,かぶ,20051208,95.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
148,にんじん,20051208,997.5,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
149,キャベツ,20051208,840.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
150,ねぎ,20051208,1050.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
151,きゅうり,20051208,1785.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
152,さつまいも,20051208,735.0,0,7.5,12.2,3.5,0.0,8.9,59.0,8.7
153,だいこん,20051209,420.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
154,かぶ,20051209,95.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
155,にんじん,20051209,735.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
156,キャベツ,20051209,735.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
157,ねぎ,20051209,1050.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
158,きゅうり,20051209,1680.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
159,さつまいも,20051209,735.0,0,8.5,13.1,3.8,0.0,9.3,59.0,9.3
160,だいこん,20051210,472.5,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
161,かぶ,20051210,137.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
162,にんじん,20051210,630.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
163,キャベツ,20051210,787.5,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
164,ねぎ,20051210,1050.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
165,きゅうり,20051210,1680.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
166,さつまいも,20051210,1785.0,0,9.5,13.9,4.9,0.0,9.3,53.0,9.0
167,だいこん,20051212,472.5,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
168,かぶ,20051212,84.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
169,にんじん,20051212,1102.5,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
170,キャベツ,20051212,945.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
171,ねぎ,20051212,1050.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
172,きゅうり,20051212,1575.0,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
173,さつまいも,20051212,787.5,0,5.6,10.0,2.6,0.0,5.7,51.0,7.4
174,だいこん,20051213,525.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
175,かぶ,20051213,116.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
176,にんじん,20051213,945.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
177,キャベツ,20051213,1050.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
178,ねぎ,20051213,1260.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
179,きゅうり,20051213,1680.0,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
180,さつまいも,20051213,787.5,0,5.1,9.8,2.3,0.0,7.0,43.0,7.500000000000001
181,だいこん,20051215,840.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
182,かぶ,20051215,74.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
183,にんじん,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
184,キャベツ,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
185,ねぎ,20051215,1155.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
186,きゅうり,20051215,1785.0,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
187,さつまいも,20051215,1102.5,0,4.6,8.8,0.3,0.0,6.9,51.0,8.5
188,だいこん,20051216,577.5,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
189,かぶ,20051216,116.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
190,にんじん,20051216,945.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
191,キャベツ,20051216,1155.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
192,ねぎ,20051216,1312.5,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
193,きゅうり,20051216,1890.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
194,さつまいも,20051216,735.0,0,5.7,10.3,0.8,0.0,9.3,47.0,9.5
195,だいこん,20051217,630.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
196,かぶ,20051217,63.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
197,にんじん,20051217,1260.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
198,キャベツ,20051217,1155.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
199,ねぎ,20051217,1207.5,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
200,きゅうり,20051217,1890.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
201,さつまいも,20051217,1470.0,0,7.0,12.0,0.3,0.0,9.3,46.0,11.7
202,だいこん,20051219,682.5,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
203,かぶ,20051219,84.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
204,にんじん,20051219,1050.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
205,キャベツ,20051219,1260.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
206,ねぎ,20051219,1260.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
207,きゅうり,20051219,2100.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
208,さつまいも,20051219,840.0,0,4.7,9.4,0.7,0.0,9.4,35.0,8.700000000000001
209,だいこん,20051220,735.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
210,かぶ,20051220,158.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
211,にんじん,20051220,1207.5,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
212,キャベツ,20051220,1365.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
213,ねぎ,20051220,1260.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
214,きゅうり,20051220,2310.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
215,さつまいも,20051220,840.0,0,6.4,10.9,1.6,0.0,9.4,41.0,9.3
216,だいこん,20051221,787.5,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
217,かぶ,20051221,126.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
218,にんじん,20051221,945.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
219,キャベツ,20051221,1470.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
220,ねぎ,20051221,1365.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
221,きゅうり,20051221,2310.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
222,さつまいも,20051221,840.0,0,7.3,12.4,2.8,0.0,5.0,53.0,9.600000000000001
223,だいこん,20051222,735.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
224,かぶ,20051222,168.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
225,にんじん,20051222,1312.5,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
226,キャベツ,20051222,1470.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
227,ねぎ,20051222,1260.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
228,きゅうり,20051222,2310.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
229,さつまいも,20051222,840.0,0,6.3,8.9,3.6,0.0,6.1,41.0,5.300000000000001
230,だいこん,20051224,1050.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
231,かぶ,20051224,179.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
232,にんじん,20051224,945.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
233,キャベツ,20051224,1680.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
234,ねぎ,20051224,1365.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
235,きゅうり,20051224,2310.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
236,さつまいも,20051224,840.0,0,4.4,9.3,0.8,0.0,8.3,44.0,8.5
237,だいこん,20051225,945.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
238,かぶ,20051225,179.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
239,にんじん,20051225,1522.5,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
240,キャベツ,20051225,1680.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
241,ねぎ,20051225,1680.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
242,きゅうり,20051225,2520.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
243,さつまいも,20051225,1050.0,0,5.4,9.7,-0.6,0.0,6.9,49.0,10.299999999999999
244,だいこん,20051226,945.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
245,かぶ,20051226,210.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
246,にんじん,20051226,1155.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
247,キャベツ,20051226,1575.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
248,ねぎ,20051226,1785.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
249,きゅうり,20051226,2520.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
250,さつまいも,20051226,1050.0,0,5.7,9.3,2.2,0.0,7.2,37.0,7.1000000000000005
251,だいこん,20051227,840.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
252,かぶ,20051227,137.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
253,にんじん,20051227,1575.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
254,キャベツ,20051227,1785.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
255,ねぎ,20051227,1995.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
256,きゅうり,20051227,2625.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
257,さつまいも,20051227,1050.0,0,4.8,9.3,1.8,0.0,8.5,30.0,7.500000000000001
258,だいこん,20051228,1102.5,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
259,かぶ,20051228,74.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
260,にんじん,20051228,1050.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
261,キャベツ,20051228,1890.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
262,ねぎ,20051228,1995.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
263,きゅうり,20051228,2730.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
264,さつまいも,20051228,1050.0,0,4.4,9.0,1.5,0.0,9.4,34.0,7.5
265,だいこん,20060105,1233.75,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
266,かぶ,20060105,210.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
267,にんじん,20060105,1890.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
268,キャベツ,20060105,1995.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
269,ねぎ,20060105,2100.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
270,きゅうり,20060105,1680.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
271,さつまいも,20060105,945.0,0,2.8,6.5,-0.8,0.0,2.7,44.0,7.3
272,だいこん,20060106,1155.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
273,かぶ,20060106,189.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
274,にんじん,20060106,1207.5,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
275,キャベツ,20060106,1890.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
276,ねぎ,20060106,2205.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
277,きゅうり,20060106,1785.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
278,さつまいも,20060106,1575.0,0,0.9,3.5,-1.5,0.0,0.1,50.0,5.0
279,だいこん,20060107,1155.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
280,かぶ,20060107,242.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
281,にんじん,20060107,1680.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
282,キャベツ,20060107,1890.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
283,ねぎ,20060107,1890.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
284,きゅうり,20060107,1785.0,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
285,さつまいも,20060107,1312.5,0,2.5,6.8,-1.1,0.0,8.4,49.0,7.9
286,だいこん,20060110,1260.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999999
287,かぶ,20060110,241.5,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999999
288,にんじん,20060110,1680.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999999
289,キャベツ,20060110,1785.0,0,3.3,7.1,0.4,1.0,4.1,83.0,6.699999999999999
